Row,Month,Description,Sales Rep,Qty,Cost,Sale Price,Location,Category
3689,Apr 23,SANFORD Major Accent Highlighters,Tony Sayre,33764,0.47,2.35,Quebec,Pens & Art Supplies
3690,Apr 23,"Global Deluxe Stacking Chair, Gray",Daniel Lacy,33921,0.56,14.19,Quebec,Chairs & Chairmats
3691,Apr 23,"Master Giant Foot® Doorstop, Safety Yellow",Aaron Smayling,33956,0.42,4,Quebec,Office Furnishings
3692,Apr 23,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Jason Klamczynski,34022,0.37,4.95,Quebec,Office Furnishings
3693,Apr 23,Ultra Door Push Plate,Jason Klamczynski,34022,0.52,3.05,Quebec,Office Furnishings
3694,Apr 23,Avery 491,Theresa Swint,34148,0.39,0.99,Quebec,Labels
3695,Apr 23,Ultra Door Pull Handle,Karen Ferguson,34182,0.52,7.94,Quebec,Office Furnishings
3696,Apr 23,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Bill Eplett,34337,0.35,8.99,Quebec,Office Furnishings
3697,Apr 23,Staples Colored Interoffice Envelopes,Fred Chung,34657,0.36,19.51,Quebec,Envelopes
3698,Apr 23,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Dorris Love,34727,0.4,8.94,Quebec,Binders and Binder Accessories
3699,Apr 23,Cardinal Holdit Business Card Pockets,Caroline Jumper,34881,0.37,4.95,Quebec,Binders and Binder Accessories
3700,Apr 23,Staples® General Use 3-Ring Binders,Carol Triggs,34882,0.37,1.49,Quebec,Binders and Binder Accessories
3701,Apr 23,Magna Visual Magnetic Picture Hangers,Theresa Swint,34916,0.47,5.72,Quebec,Office Furnishings
3702,Apr 23,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Jasper Cacioppo,35041,0.39,15.09,Quebec,Binders and Binder Accessories
3703,Apr 23,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Dennis Kane,35302,0.4,5.76,Quebec,Paper
3704,Apr 23,StarTAC 3000,Dennis Kane,35302,0.59,7.69,Quebec,Telephones and Communication
3705,Apr 23,#6 3/4 Gummed Flap White Envelopes,Mathew Reese,35841,0.37,1.39,Quebec,Envelopes
3706,Apr 23,M3682,Mathew Reese,35841,0.57,8.08,Quebec,Telephones and Communication
3707,Apr 23,Newell 326,Clay Ludtke,36034,0.56,0.7,Quebec,Pens & Art Supplies
3708,Apr 23,Brown Kraft Recycled Envelopes,Dionis Lloyd,36065,0.35,12.39,Quebec,Envelopes
3709,Apr 23,3M Organizer Strips,Anne Pryor,36355,0.37,7.78,Quebec,Binders and Binder Accessories
3710,Apr 23,"Seth Thomas 8 1/2"" Cubicle Clock",Anne Pryor,36355,0.53,6.68,Quebec,Office Furnishings
3711,Apr 23,Newell 309,Anne Pryor,36355,0.55,2.36,Quebec,Pens & Art Supplies
3712,Apr 23,Kleencut® Forged Office Shears by Acme United Corporation,Anne Pryor,36355,0.55,2.56,Quebec,"Scissors, Rulers and Trimmers"
3713,Apr 23,"Fellowes Internet Keyboard, Platinum",Dorris Love,36358,0.74,8.65,Quebec,Computer Peripherals
3714,Apr 23,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Dorris Love,36358,0.38,5.08,Quebec,Paper
3715,Apr 23,Ibico Presentation Index for Binding Systems,Pamela Stobb,36739,0.38,5.26,Quebec,Binders and Binder Accessories
3716,Apr 23,Aluminum Document Frame,Pamela Stobb,36739,0.55,2.85,Quebec,Office Furnishings
3717,Apr 23,"Master Giant Foot® Doorstop, Safety Yellow",Laurel Elliston,36743,0.42,4,Quebec,Office Furnishings
3718,Apr 23,Zebra Zazzle Fluorescent Highlighters,Toby Carlisle,36864,0.51,0.91,Quebec,Pens & Art Supplies
3719,Apr 23,Xerox 198,Carol Triggs,37188,0.38,8.33,Quebec,Paper
3720,Apr 23,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Ben Wallace,37414,0.66,64.59,Quebec,Tables
3721,Apr 23,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Aaron Smayling,37638,0.39,6.89,Quebec,Labels
3722,Apr 23,Gyration Ultra Cordless Optical Suite,Mathew Reese,37734,0.46,7.18,Quebec,Computer Peripherals
3723,Apr 23,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Mathew Reese,37734,0.37,4.95,Quebec,Office Furnishings
3724,Apr 23,Storex Dura Pro Binders,Alan Haines,37763,0.38,9.92,Quebec,Binders and Binder Accessories
3725,Apr 23,6190,Alan Haines,37763,0.55,2.5,Quebec,Telephones and Communication
3726,Apr 23,Xerox 188,Tom Stivers,37859,0.36,5.01,Quebec,Paper
3727,Apr 23,2190,Ted Butterfield,38048,0.56,5.63,Quebec,Telephones and Communication
3728,Apr 23,DAX Cubicle Frames - 8x10,Ted Butterfield,38048,0.55,5.92,Quebec,Office Furnishings
3729,Apr 23,300 Series Non-Flip,Michael Chen,38305,0.6,8.08,Quebec,Telephones and Communication
3730,Apr 23,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Dennis Kane,38371,0.45,6.13,Quebec,Computer Peripherals
3731,Apr 23,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Mathew Reese,38789,0.57,5.16,Quebec,Office Furnishings
3732,Apr 23,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Mathew Reese,38789,0.62,15.68,Quebec,Office Furnishings
3733,Apr 23,Xerox 1928,Tom Stivers,39076,0.4,6.26,Quebec,Paper
3734,Apr 23,Stockwell Push Pins,Jason Klamczynski,39173,0.52,0.78,Quebec,Rubber Bands
3735,Apr 23,"Bevis Round Conference Table Top, X-Base",Jason Klamczynski,39173,0.76,29.21,Quebec,Tables
3736,Apr 23,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Mitch Webber,39335,0.72,2.39,Quebec,Computer Peripherals
3737,Apr 23,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Mitch Webber,39335,0.38,8.23,Quebec,Envelopes
3738,Apr 23,Riverleaf Stik-Withit® Designer Note Cubes®,Anne Pryor,39744,0.39,2.06,Quebec,Paper
3739,Apr 23,252,Anne Pryor,39744,0.55,5.92,Quebec,Telephones and Communication
3740,Apr 23,CF 688,Anne Pryor,39744,0.58,8.99,Quebec,Telephones and Communication
3741,Apr 23,"Iceberg OfficeWorks 42"" Round Tables",Sheri Gordon,39878,0.75,39.25,Quebec,Tables
3742,Apr 23,Avery 48,Sheri Gordon,39972,0.39,0.5,Quebec,Labels
3743,Apr 23,Avery 501,Sheri Gordon,39972,0.38,0.5,Quebec,Labels
3744,Apr 23,Wilson Jones Standard D-Ring Binders,Sheri Gordon,39972,0.38,2.99,Quebec,Binders and Binder Accessories
3745,Apr 23,"Peel & Seel® Recycled Catalog Envelopes, Brown",Ben Wallace,40643,0.35,5.72,Quebec,Envelopes
3746,Apr 23,Gyration Ultra Professional Cordless Optical Suite,Justin MacKendrick,40870,0.48,7.18,Quebec,Computer Peripherals
3747,Apr 23,"Eldon® 300 Class Desk Accessories, Black",Justin MacKendrick,40870,0.41,5.32,Quebec,Office Furnishings
3748,Apr 23,Newell 326,Carol Triggs,40934,0.56,0.7,Quebec,Pens & Art Supplies
3749,Apr 23,600 Series Non-Flip,Carol Triggs,40934,0.57,4.99,Quebec,Telephones and Communication
3750,Apr 23,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Mitch Webber,41254,0.65,5.81,Quebec,Office Furnishings
3751,Apr 23,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Helen Wasserman,41472,0.36,7.57,Quebec,Binders and Binder Accessories
3752,Apr 23,Canon S750 Color Inkjet Printer,Deirdre Greer,41830,0.38,26.3,Quebec,Office Machines
3753,Apr 23,Space Solutions Commercial Steel Shelving,Anne Pryor,42144,0.8,35,Quebec,Storage & Organization
3754,Apr 23,"Quartet Omega® Colored Chalk, 12/Pack",Pamela Stobb,42439,0.38,1,Quebec,Pens & Art Supplies
3755,Apr 23,Adesso Programmable 142-Key Keyboard,Nora Price,42758,0.79,4,Quebec,Computer Peripherals
3756,Apr 23,White GlueTop Scratch Pads,Nora Price,42758,0.39,1.97,Quebec,Paper
3757,Apr 23,Ibico Covers for Plastic or Wire Binding Elements,Logan Haushalter,42918,0.4,7.19,Quebec,Binders and Binder Accessories
3758,Apr 23,Accessory13,Theresa Swint,42950,0.57,1.25,Quebec,Telephones and Communication
3759,Apr 23,StarTAC 6500,Toby Carlisle,42951,0.59,8.8,Quebec,Telephones and Communication
3760,Apr 23,Binder Clips by OIC,Liz Willingham,43172,0.37,0.7,Quebec,Rubber Bands
3761,Apr 23,Avery 503,Sarah Brown,43270,0.37,0.99,Quebec,Labels
3762,Apr 23,12 Colored Short Pencils,Brenda Bowman,43271,0.58,2.4,Quebec,Pens & Art Supplies
3763,Apr 23,Belkin 5 Outlet SurgeMaster Power Centers,Laurel Elliston,43745,0.57,0.99,Quebec,Appliances
3764,Apr 23,Microsoft Natural Multimedia Keyboard,Laurel Elliston,43745,0.73,6.5,Quebec,Computer Peripherals
3765,Apr 23,Xerox 1968,Laurel Elliston,43745,0.37,6.15,Quebec,Paper
3766,Apr 23,T61,Laurel Elliston,43745,0.56,2.5,Quebec,Telephones and Communication
3767,Apr 23,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Lindsay Castell,43779,0.59,21.21,Quebec,Office Furnishings
3768,Apr 23,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Dorris Love,43877,0.58,6.25,Quebec,Storage & Organization
3769,Apr 23,Hon iLevel Computer Training Table,Anne Pryor,43907,0.65,45.51,Quebec,Tables
3770,Apr 23,2160i,Anne Pryor,43940,0.59,4.2,Quebec,Telephones and Communication
3771,Apr 23,Sanford 52201 APSCO Electric Pencil Sharpener,Anne Pryor,43940,0.59,8.99,Quebec,Pens & Art Supplies
3772,Apr 23,Newell 312,Alan Haines,44036,0.55,1.2,Quebec,Pens & Art Supplies
3773,Apr 23,Deflect-o Glass Clear Studded Chair Mats,Nora Price,44225,0.63,10.84,Quebec,Office Furnishings
3774,Apr 23,Acco® Hot Clips Clips to Go,Jeremy Farry,44352,0.4,1.35,Quebec,Rubber Bands
3775,Apr 23,"Eldon® 200 Class Desk Accessories, Burgundy",Helen Wasserman,44487,0.43,5.29,Quebec,Office Furnishings
3776,Apr 23,Eldon® Gobal File Keepers,Helen Wasserman,44487,0.81,4.53,Quebec,Storage & Organization
3777,Apr 23,SANFORD Major Accent Highlighters,Dennis Kane,44775,0.47,2.35,Quebec,Pens & Art Supplies
3778,Apr 23,Newell 326,Liz Willingham,46337,0.56,0.7,Quebec,Pens & Art Supplies
3779,Apr 23,Bevis Rectangular Conference Tables,Anne Pryor,46562,0.69,46.2,Quebec,Tables
3780,Apr 23,T28 WORLD,Michael Chen,46597,0.6,8.99,Quebec,Telephones and Communication
3781,Apr 23,GBC Binding covers,Michael Chen,46597,0.4,4.98,Quebec,Binders and Binder Accessories
3782,Apr 23,"Global High-Back Leather Tilter, Burgundy",Michael Chen,46597,0.74,70.2,Quebec,Chairs & Chairmats
3783,Apr 23,Newell 312,Anne Pryor,46725,0.55,1.2,Quebec,Pens & Art Supplies
3784,Apr 23,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Anne Pryor,46725,0.58,6.25,Quebec,Storage & Organization
3785,Apr 23,Xerox 1996,Caroline Jumper,46787,0.37,9.17,Quebec,Paper
3786,Apr 23,Boston KS Multi-Size Manual Pencil Sharpener,Caroline Jumper,46787,0.57,8.99,Quebec,Pens & Art Supplies
3787,Apr 23,Newell 339,Nora Price,46916,0.59,0.97,Quebec,Pens & Art Supplies
3788,Apr 23,Xerox 1983,Ben Wallace,47265,0.36,5.46,Quebec,Paper
3789,Apr 23,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Carol Triggs,48487,0.35,1.49,Quebec,Binders and Binder Accessories
3790,Apr 23,Hon Deluxe Fabric Upholstered Stacking Chairs,Dionis Lloyd,48774,0.57,62.94,Quebec,Chairs & Chairmats
3791,Apr 23,Sensible Storage WireTech Storage Systems,Stuart Van,49381,0.8,35,Quebec,Storage & Organization
3792,Apr 23,Acme® Preferred Stainless Steel Scissors,Jasper Cacioppo,49666,0.56,3.6,Quebec,"Scissors, Rulers and Trimmers"
3793,Apr 23,Prang Colored Pencils,Fred Chung,49762,0.4,0.81,Quebec,Pens & Art Supplies
3794,Apr 23,Eldon® Gobal File Keepers,Brenda Bowman,49831,0.81,4.53,Quebec,Storage & Organization
3795,Apr 23,Hoover Portapower Portable Vacuum,Bill Eplett,49892,0.6,49,Quebec,Appliances
3796,Apr 23,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Helen Wasserman,49988,0.85,35,Quebec,Storage & Organization
3797,Apr 23,Bretford CR8500 Series Meeting Room Furniture,Helen Wasserman,49988,0.71,42.52,Quebec,Tables
3798,Apr 23,ELITE Series,Helen Wasserman,49988,0.58,2.79,Quebec,Telephones and Communication
3799,Apr 23,Avery 508,Liz Willingham,50308,0.36,0.5,Quebec,Labels
3800,Apr 23,GBC Imprintable Covers,Shirley Schmidt,50692,0.36,5.14,Quebec,Binders and Binder Accessories
3801,Apr 23,Bevis 36 x 72 Conference Tables,Shirley Schmidt,50692,0.63,51.94,Quebec,Tables
3802,Apr 23,Office Star Flex Back Scooter Chair with White Frame,Muhammed Yedwab,50725,0.71,30,Quebec,Chairs & Chairmats
3803,Apr 23,Avery 510,Clay Ludtke,50982,0.37,0.5,Quebec,Labels
3804,Apr 23,Martin-Yale Premier Letter Opener,Michael Chen,51008,0.82,4.59,Quebec,"Scissors, Rulers and Trimmers"
3805,Apr 23,Xerox 1922,Liz Willingham,51463,0.36,7.44,Quebec,Paper
3806,Apr 23,StarTAC Series,Liz Willingham,51463,0.55,3.9,Quebec,Telephones and Communication
3807,Apr 23,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Dorris Love,51943,0.4,9.86,Quebec,Paper
3808,Apr 23,"GBC Laser Imprintable Binding System Covers, Desert Sand",Dorris Love,51943,0.38,7.27,Quebec,Binders and Binder Accessories
3809,Apr 23,Avery 508,Dorris Love,51943,0.36,0.5,Quebec,Labels
3810,Apr 23,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Justin MacKendrick,52039,0.44,1.99,Quebec,Computer Peripherals
3811,Apr 23,Ibico EB-19 Dual Function Manual Binding System,Dennis Kane,52290,0.39,19.99,Quebec,Binders and Binder Accessories
3812,Apr 23,T193,Dennis Kane,52290,0.57,4.99,Quebec,Telephones and Communication
3813,Apr 23,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Anne Pryor,52480,0.44,8.99,Quebec,Office Furnishings
3814,Apr 23,Gyration Ultra Professional Cordless Optical Suite,Dorris Love,52486,0.48,7.18,Quebec,Computer Peripherals
3815,Apr 23,Kensington 6 Outlet Guardian Standard Surge Protector,Bill Eplett,52519,0.58,6.32,Quebec,Appliances
3816,Apr 23,6120,Bill Eplett,53152,0.58,8.8,Quebec,Telephones and Communication
3817,Apr 23,Acco Perma® 2700 Stacking Storage Drawers,Dorris Love,53188,0.7,6.64,Quebec,Storage & Organization
3818,Apr 23,Storex DuraTech Recycled Plastic Frosted Binders,Stewart Visinsky,53223,0.35,5.41,Quebec,Binders and Binder Accessories
3819,Apr 23,Bretford CR4500 Series Slim Rectangular Table,Brenda Bowman,53248,0.62,40.19,Quebec,Tables
3820,Apr 23,Belkin MediaBoard 104- Keyboard,Brenda Bowman,53411,0.75,4,Quebec,Computer Peripherals
3821,Apr 23,Fiskars® Softgrip Scissors,Dorris Love,53668,0.57,3.37,Quebec,"Scissors, Rulers and Trimmers"
3822,Apr 23,"Avery® Durable Plastic 1"" Binders",Shirley Schmidt,53730,0.36,5.83,Quebec,Binders and Binder Accessories
3823,Apr 23,Xerox 1887,Jennifer Ferguson,54020,0.37,5.21,Quebec,Paper
3824,Apr 23,Xerox 204,Jennifer Ferguson,54020,0.37,6.86,Quebec,Paper
3825,Apr 23,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Kimberly Carter,54368,0.36,5.83,Quebec,Paper
3826,Apr 23,Xerox 1952,Kimberly Carter,54368,0.38,5.49,Quebec,Paper
3827,Apr 23,KF 788,Kimberly Carter,54368,0.56,4.99,Quebec,Telephones and Communication
3828,Apr 23,Hon 4-Shelf Metal Bookcases,Liz Willingham,54721,0.6,26.22,Quebec,Bookcases
3829,Apr 23,Avery 508,Brian Thompson,55013,0.36,0.5,Quebec,Labels
3830,Apr 23,Boston 16801 Nautilus Battery Pencil Sharpener,Brian Thompson,55013,0.59,5.53,Quebec,Pens & Art Supplies
3831,Apr 23,TDK 4.7GB DVD+RW,Stewart Visinsky,55077,0.49,1.99,Quebec,Computer Peripherals
3832,Apr 23,Accessory28,Stewart Visinsky,55077,0.83,2.5,Quebec,Telephones and Communication
3833,Apr 23,Wilson Jones Easy Flow II Sheet Lifters,Kimberly Carter,55206,0.37,4.79,Quebec,Binders and Binder Accessories
3834,Apr 23,Timeport L7089,Stewart Visinsky,55492,0.58,7.69,Quebec,Telephones and Communication
3835,Apr 23,Accessory15,Sarah Brown,55744,0.83,0.99,Quebec,Telephones and Communication
3836,Apr 23,"Crayola Anti Dust Chalk, 12/Pack",Carol Triggs,55968,0.4,1,Quebec,Pens & Art Supplies
3837,Apr 23,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Mathew Reese,56288,0.4,14.72,Quebec,Envelopes
3838,Apr 23,Park Ridge Embossed Executive Business Envelopes,Mathew Reese,56288,0.38,1.39,Quebec,Envelopes
3839,Apr 23,Panasonic KX-P3626 Dot Matrix Printer,Shirley Daniels,56291,0.59,16.63,Quebec,Office Machines
3840,Apr 23,White GlueTop Scratch Pads,Shirley Daniels,56291,0.39,1.97,Quebec,Paper
3841,Apr 23,2300 Heavy-Duty Transfer File Systems by Perma,Shirley Daniels,56291,0.66,8.79,Quebec,Storage & Organization
3842,Apr 23,Xerox 1947,Sheri Gordon,56486,0.4,5.35,Quebec,Paper
3843,Apr 23,GBC Linen Binding Covers,Shirley Daniels,56514,0.37,11.63,Quebec,Binders and Binder Accessories
3844,Apr 23,Xerox 1961,Shirley Daniels,56514,0.38,7.54,Quebec,Paper
3845,Apr 23,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Clay Ludtke,56672,0.41,13.89,Quebec,Pens & Art Supplies
3846,Apr 23,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Clay Ludtke,56672,0.56,60,Quebec,Tables
3847,Apr 23,StarTAC Analog,Clay Ludtke,56672,0.6,8.99,Quebec,Telephones and Communication
3848,Apr 23,Bell Sonecor JB700 Caller ID,Dionis Lloyd,56931,0.6,5.03,Quebec,Telephones and Communication
3849,Apr 23,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Fred Chung,57025,0.39,2.99,Quebec,Binders and Binder Accessories
3850,Apr 23,"Avery Flip-Chart Easel Binder, Black",Dionis Lloyd,57061,0.38,15.1,Quebec,Binders and Binder Accessories
3851,Apr 23,Avery 51,Dionis Lloyd,57061,0.39,0.5,Quebec,Labels
3852,Apr 23,"Seth Thomas 13 1/2"" Wall Clock",Dionis Lloyd,57061,0.54,5.03,Quebec,Office Furnishings
3853,Apr 23,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Alan Haines,57217,0.58,7.95,Quebec,Pens & Art Supplies
3854,Apr 23,Security-Tint Envelopes,Sarah Brown,57504,0.36,1.39,Quebec,Envelopes
3855,Apr 23,Boston 1799 Powerhouse Electric Pencil Sharpener,Mathew Reese,57666,0.57,4.08,Quebec,Pens & Art Supplies
3856,Apr 23,"Tennsco Lockers, Gray",Mathew Reese,57666,0.78,53.03,Quebec,Storage & Organization
3857,Apr 23,Xerox 1997,Dionis Lloyd,58496,0.37,10.05,Quebec,Paper
3858,Apr 23,Balt Split Level Computer Training Table,Dionis Lloyd,58628,0.74,52.42,Quebec,Tables
3859,Apr 23,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Arthur Gainer,58854,0.66,35.89,Quebec,Bookcases
3860,Apr 23,1726 Digital Answering Machine,Arthur Gainer,58854,0.58,4.81,Quebec,Telephones and Communication
3861,Apr 23,Sharp AL-1530CS Digital Copier,John Stevenson,58917,0.36,24.49,Quebec,Copiers and Fax
3862,Apr 23,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,John Stevenson,58917,0.55,2.87,Quebec,Pens & Art Supplies
3863,Apr 23,"GBC Laser Imprintable Binding System Covers, Desert Sand",Aaron Smayling,59104,0.38,7.27,Quebec,Binders and Binder Accessories
3864,Apr 23,Staples Gold Paper Clips,Aaron Smayling,59104,0.39,1.58,Quebec,Rubber Bands
3865,Apr 23,StarTAC 7797,Aaron Smayling,59104,0.55,2.5,Quebec,Telephones and Communication
3866,Apr 23,Xerox 197,John Stevenson,59937,0.4,17.08,Quebec,Paper
3867,Apr 23,Avery 501,Tracy Poddar,386,0.38,0.5,Ontario,Labels
3868,Apr 23,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Tracy Poddar,386,0.44,0.7,Ontario,Pens & Art Supplies
3869,Apr 23,5190,Stuart Calhoun,416,0.59,7.69,Ontario,Telephones and Communication
3870,Apr 23,"Global Leather & Oak Executive Chair, Burgundy",Arthur Prichep,513,0.77,60.2,Ontario,Chairs & Chairmats
3871,Apr 23,Portfile® Personal File Boxes,Arthur Prichep,611,0.59,9.47,Ontario,Storage & Organization
3872,Apr 23,Fellowes Binding Cases,Kean Nguyen,802,0.4,5.63,Ontario,Binders and Binder Accessories
3873,Apr 23,"AT&T Black Trimline Phone, Model 210",Kean Nguyen,802,0.49,9.4,Ontario,Office Machines
3874,Apr 23,DAX Wood Document Frame.,Jim Kriz,960,0.54,6.85,Ontario,Office Furnishings
3875,Apr 23,Global Adaptabilities Conference Tables,Jas O'Carroll,965,0.66,35.67,Ontario,Tables
3876,Apr 23,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Stuart Calhoun,1127,0.69,13.99,Ontario,Office Furnishings
3877,Apr 23,Adesso Programmable 142-Key Keyboard,Harold Ryan,1507,0.79,4,Ontario,Computer Peripherals
3878,Apr 23,Accessory35,John Lucas,1665,0.55,1.1,Ontario,Telephones and Communication
3879,Apr 23,Hon 94000 Series Round Tables,Alejandro Grove,1952,0.76,54.12,Ontario,Tables
3880,Apr 23,Heavy-Duty E-Z-D® Binders,Sam Zeldin,1953,0.38,2.99,Ontario,Binders and Binder Accessories
3881,Apr 23,Xerox 1924,Sam Zeldin,2213,0.36,8.09,Ontario,Paper
3882,Apr 23,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Sally Hughsby,2368,0.43,13.32,Ontario,Appliances
3883,Apr 23,Microsoft Internet Keyboard,Harold Ryan,2560,0.78,6.5,Ontario,Computer Peripherals
3884,Apr 23,Xerox 1952,Harold Ryan,2560,0.38,5.49,Ontario,Paper
3885,Apr 23,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,Philip Brown,2754,0.56,0.99,Ontario,Appliances
3886,Apr 23,Xerox 1938,Philip Brown,2754,0.37,5.86,Ontario,Paper
3887,Apr 23,Large Capacity Hanging Post Binders,Jane Waco,2755,0.39,2.99,Ontario,Binders and Binder Accessories
3888,Apr 23,Xerox 1904,Jane Waco,2755,0.36,5.86,Ontario,Paper
3889,Apr 23,Belkin F5C206VTEL 6 Outlet Surge,Sandra Flanagan,3333,0.55,4.5,Ontario,Appliances
3890,Apr 23,Xerox 207,Sandra Flanagan,3333,0.37,5.4,Ontario,Paper
3891,Apr 23,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Steve Nguyen,3460,0.68,4.69,Ontario,Storage & Organization
3892,Apr 23,Avanti 1.7 Cu. Ft. Refrigerator,Herbert Flentye,3591,0.57,15.66,Ontario,Appliances
3893,Apr 23,"Global Leather Task Chair, Black",Herbert Flentye,3591,0.66,42,Ontario,Chairs & Chairmats
3894,Apr 23,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Jas O'Carroll,4006,0.38,5.08,Ontario,Paper
3895,Apr 23,Avery 491,Sandra Flanagan,4193,0.39,0.99,Ontario,Labels
3896,Apr 23,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Sandra Flanagan,4193,0.44,8.99,Ontario,Office Furnishings
3897,Apr 23,"Iceberg OfficeWorks 42"" Round Tables",Sandra Flanagan,4387,0.75,39.25,Ontario,Tables
3898,Apr 23,Bevis Round Conference Table Top & Single Column Base,Sandra Flanagan,4512,0.64,43.75,Ontario,Tables
3899,Apr 23,"Bevis Round Conference Table Top, X-Base",Liz Willingham,4773,0.76,29.21,Ontario,Tables
3900,Apr 23,Xerox 227,Sally Hughsby,4839,0.37,8.73,Ontario,Paper
3901,Apr 23,"*Staples* vLetter Openers, 2/Pack",Xylona Price,4935,0.83,1.32,Ontario,"Scissors, Rulers and Trimmers"
3902,Apr 23,Smead Adjustable Mobile File Trolley with Lockable Top,John Lucas,6403,0.58,19.99,Ontario,Storage & Organization
3903,Apr 23,i470,Bill Overfelt,6754,0.56,5.26,Ontario,Telephones and Communication
3904,Apr 23,"Maxell Pro 80 Minute CD-R, 10/Pack",Sally Hughsby,7619,0.45,1.99,Ontario,Computer Peripherals
3905,Apr 23,Ibico EB-19 Dual Function Manual Binding System,Kean Nguyen,7744,0.39,19.99,Ontario,Binders and Binder Accessories
3906,Apr 23,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Kean Nguyen,7744,0.36,1.39,Ontario,Envelopes
3907,Apr 23,Xerox 1977,Stuart Calhoun,8006,0.37,5.2,Ontario,Paper
3908,Apr 23,"Quartet Alpha® White Chalk, 12/Pack",John Grady,8224,0.38,1,Ontario,Pens & Art Supplies
3909,Apr 23,Accessory37,Jas O'Carroll,8323,0.81,2.5,Ontario,Telephones and Communication
3910,Apr 23,Xerox 1984,Robert Marley,8480,0.36,8.74,Ontario,Paper
3911,Apr 23,Timeport L7089,Robert Marley,8480,0.58,7.69,Ontario,Telephones and Communication
3912,Apr 23,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,John Lucas,9568,0.54,19.95,Ontario,Appliances
3913,Apr 23,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Herbert Flentye,9701,0.35,1.49,Ontario,Binders and Binder Accessories
3914,Apr 23,T18,Herbert Flentye,9701,0.57,2.5,Ontario,Telephones and Communication
3915,Apr 23,DAX Cubicle Frames - 8x10,Mick Hernandez,9926,0.55,5.92,Ontario,Office Furnishings
3916,Apr 23,Xerox 21,Sally Hughsby,10373,0.37,6.6,Ontario,Paper
3917,Apr 23,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Guy Phonely,10470,0.59,3.5,Ontario,Appliances
3918,Apr 23,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Guy Phonely,10470,0.37,13.18,Ontario,Binders and Binder Accessories
3919,Apr 23,5165,Guy Phonely,10470,0.59,4.99,Ontario,Telephones and Communication
3920,Apr 23,Eldon Econocleat® Chair Mats for Low Pile Carpets,Guy Phonely,11111,0.73,34.2,Ontario,Office Furnishings
3921,Apr 23,Xerox 210,Guy Phonely,11111,0.37,7.37,Ontario,Paper
3922,Apr 23,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Janet Molinari,11173,0.68,3.85,Ontario,Computer Peripherals
